Gene,t_0m_total_readcount_donor1_rep1,t_15m_total_readcount_donor1_rep1,t_30m_total_readcount_donor1_rep1,t_60m_total_readcount_donor1_rep1,t_90m_total_readcount_donor1_rep1,t_105m_total_readcount_donor1_rep1,t_120m_total_readcount_donor1_rep1,t_0m_total_readcount_donor1_rep2,t_15m_total_readcount_donor1_rep2,t_30m_total_readcount_donor1_rep2,t_60m_total_readcount_donor1_rep2,t_90m_total_readcount_donor1_rep2,t_105m_total_readcount_donor1_rep2,t_120m_total_readcount_donor1_rep2
ENSG00000117448,4616.5,4498.5,4593.1667,3709.8,4252,4827.5,4050,4230.5,3867.5,5708.5,3255,4879.8333,3889.5,4859
ENSG00000132780,10826.5,8856.5,9873,5918.5,7405,8506.5,6790,7851,9729.7,10164,6901,8633.5,8259,11254.25
ENSG00000159596,4512,3530,3634.5,2042,3025.5,3188,2900,2816,3777.1,2194.05,2352,3036,3137.4,4491.4
ENSG00000086015,3212.4571,2770.9722,3256.0333,2104.0667,2524.4167,3312.1583,2459.8381,1979.0536,2337.5119,4416.5048,1778.8667,2129.1048,2139.0381,2917.8214
ENSG00000117054,3853.5,3308,3201,1893.5,2562,2469,2277,2974.5,3403.5,1459,2085.5,2904.8333,2600.5,3261.5
ENSG00000137955,4721,4473,4702,2727,3273,3315.5,3103,4340.5,4343,1976,3413,4801,3657,4777
ENSG00000057468,39,16,34,13,22,44.5,24,25.5,23,12,6,22,23,42
ENSG00000184005,22,4,19,2,13,32,14,10,11,0,8,7,16,28
ENSG00000162643,1660.5,1131,1416,527,1029,907,757.5,599.5,1338,512,593,713,956,1120
ENSG00000142871,35,21,25,22,27,39,30,13,23,36,7,16,42,66
ENSG00000137975,2,0,1,0,0,5,0,1,0,0,2,5,3,0
ENSG00000016490,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016602,2,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000172456,1305.8333,1207.1667,1254.5,1059.5,1067.5,1237.8333,990.2,996.3333,1037.25,779,920.5,1227,1060,1180.5
ENSG00000134709,8,6,7,6,15,7,0,10,8,4,3,5,4,9
ENSG00000162599,496,395,377.75,180,169,210,133,386,453,344.5,239,211,156,244
ENSG00000116212,584,617,562,483,447,565,475,628,543,563,567,604,458,535.5
ENSG00000116205,2220,2005.3333,1754,874,998,1153,1082.5,1450,1940,1370,872,993,1032,1531
ENSG00000088035,592,630,578,429,581,611,426,557,645,169,568,732,591,746
ENSG00000203965,191,179,167,63,100,108,85,148,218,93,70,99,135,197
ENSG00000079739,2884,2423,2314,1776,1976.5,2287.6667,2024,1827.3333,2212,2134,1316,1897,1882,2702
ENSG00000185483,3,2,10,1,3,8,5,3,3,15,0,11,12,4
ENSG00000116761,167,105,154,82.5,80,82,58,69,121,66,98,73,91,117
ENSG00000259030,268,247,197,166,162,170,121,243,225,63,175,286,164,192
ENSG00000254685,1207,1199,929,652,595,634,519,1439,1118.5,328,928,1053,722,917
ENSG00000116783,50,37,44,26,14,43,16,24,30,8,26,27,46,19
ENSG00000162623,1772.5,1527,1714,945,1308,1312,1177,1261,1562,573,1313,1386,1333.5,1805
ENSG00000116688,10555.5,10650.5,11134.5,8803.1667,8465,11518.1667,9301,7978.5,8820.5,14838.5,7613.5,9933.5,8490,11691.1
ENSG00000116691,4650,5026,5295.5,3807,3185,5483,4643,3416,3805,10543,2490,3909,3319,5356
ENSG00000120949,810,809,784,488,327,725,769,669,718,1183,496,513,540,1030
ENSG00000028137,59673.5,61470.6667,65337.8333,49762,43510.5,69731.8333,65011,48105.6667,54459,102326.5,38926,56215.9333,53714.6667,84565.0444
ENSG00000048707,21768.5,18420.5,21163,14347,18936.25,19859.3333,16767,15830,18481.8333,13455.5,14249,17377.3333,17531.5,21389
ENSG00000117682,4994.1667,4414,4552,2954.5,3520.5,4163.5,3756.6667,3498.1,4042.5,5567.5,2766,3800.5,3402.5,4375
ENSG00000198830,11029.8,11979.6167,11486.1,10716.05,9106.1333,11122.8286,7776.95,14715.4405,12750.6417,13939.9881,13684.8524,18373.7056,12459.4583,16088.8774
ENSG00000117676,14983.1667,13817.5,14507.5,10962.75,11552,15682,13268,10204.5,11817.1667,17442,8016.5,11979.5,11133.5,15749.5
ENSG00000117713,45277.5,40633.8333,49628,25770.8333,27323,33943,30959.5,27965.8333,43398,54897.3333,23425.3333,27664,28004,39741.2
ENSG00000182183,6,4,4,1,13,13,0,6,3,32,5,10,7,7
ENSG00000162378,4075,3643,3963.5,2465.5,2914,2759.5,2205,3460.5,4003,2189.5,3121,3084,2672.1111,3577
ENSG00000203995,0,1,3,0,1,0,0,0,1,8,0,0,6,0
ENSG00000116171,3482,3663,3517.5,2849,2833.5,3191.3333,2541,3738,3162,1834.8333,3318.5,4256,3039,4034
ENSG00000174348,2.3333,0,8,0,0,0,6,3,0,11,6,0,4,8
ENSG00000240563,8,10,1,0,0,6,5,5,5,10,5,7,6,0
ENSG00000162607,2356,2151,2240,1463,1503,1682,1418,2218,2070,1181,1687,1927,1564,2221
ENSG00000132855,240,128,204,76,196,166,186,168,256,106,116,182,226,309
ENSG00000125703,1154.5,1024,979.5,614.5,590,485,448,952,1057.5,270,705,681.5,667,842.5
ENSG00000187140,14,17,11,79,69,102,44,1,12,71,48,116,82,114
ENSG00000157184,7265.5,6395.5,6648.5,4249.5,5257,5489,4507,4624.5,5799,6257.6,4018.5,4676,4680.5,6169
ENSG00000211452,76,69,44,33,72,67,38,87,59,101,75,82,45,60
ENSG00000117154,1,4,0,0,5,2,0,1,3,0,0,0,1,1
ENSG00000289694,24712.8333,20937.0833,22557,15366.8333,24600.25,24438,18612,18670.1667,22783.5,11200.1667,18991,25456.4167,24771.1667,31144.0833
ENSG00000070831,36013.9762,30727.0833,32887.6667,24538.3333,35818.55,35468.5,28047.5,28537.8333,33449.0333,21011.5333,30699.5,40225.9167,38218.5667,45842.0833
ENSG00000184677,8085,7419,8824,4691,5473.5,6341,6010,5209,7410.5,8233,3814,4500.5,5012,7000
ENSG00000130770,2311,1487,1598,675,1276,1476,1346,1214,1897,1236,805,1319,1451,2008
ENSG00000130766,7181.5,7146,8604,6937,5689,7323,5288,5015,5948,12758,5353,6079,5146,6358.5
ENSG00000130772,1358.5,1202,1178,801.6667,854,944,905,1075,1116.5,5373.2,843,881,844.3333,1143.6667
ENSG00000204138,10227,8006.3333,9497.1667,4847.5,6608,6567,5209,5646.7667,8607,11090.0833,5290,5372.8333,5748.5,7304.3333
ENSG00000180198,1526,1342.5,1619,917,849,1104,910,983,1340,1788,670,1136,898,1212
ENSG00000160062,86.5,74,84,49,70,34,47,62,95,158.125,74,88,49.5,79
ENSG00000162521,10535.1667,9316,9107.8333,6270,8522.6667,8169,6944.1667,8604.3333,9482,5501,7315,9351,8553.6667,10492.1667
ENSG00000162522,247,317,324,265,162,241,178,194,238,628,135,154,171,267
ENSG00000116497,3169.1667,2793,2753,1467,1808,1814,1711,2460.3333,2867.1,2674,1923,2056,1769,2307.8333
ENSG00000121905,6,6,4,15,9.5,10,3,7,2,15,4,14,8,2
ENSG00000204060,0,3,0,0,0,7,6,0,1,0,0,0,0,0
ENSG00000137976,54,50,60,34,82,26,32,25,69,6,14,35,54,66
ENSG00000117133,3160,2179,2646.5,1244,2145,2070,1743,1626,2763,1075,1593.5,1921,2338,2754
ENSG00000122432,447,299,347,171,341,238,239,310,367,686,248,200,322,323
ENSG00000243480,1.6667,3.1667,2.6667,0.6667,1.6667,3.3333,1,1.3333,1,3.5,2.5,2.5,1.5,1.6667
ENSG00000237763,0,0,0,0.2857,1.2857,0.8929,0,0.5357,0.1429,0.1429,0.4286,0,0.25,3.25
ENSG00000187733,0,0,0,0.2857,1.2857,0.8929,0,0.5357,0.1429,0.1429,0.4286,0,0.25,3.25
ENSG00000198890,1217,1382,1167,910,740,992,912,1076,1065,1786,803,1027,744,951
ENSG00000162631,82,39,49,18,23,34,17,38,52,19,25,37,11,26
ENSG00000271092,219,153,130,67,137,144,92,187,149,58,47,159,158,189
ENSG00000122481,345,320,313,190,273,346.5,200,362,328,149,282,384,322,383
ENSG00000117569,2681.5,2032,2587,1181,2352,2213.5,2010,2079,2420,1353,1410,2141,2401.5,3092.5
ENSG00000162627,85,77,99,49,44,79,57,79,97,39,68,84,80,102
ENSG00000158966,122,148,149,125,99,161,160,83,134,124,108,112,108,187
ENSG00000162437,716,666,837,431,698,623,513,598,861.5,208,555,798,722,768
ENSG00000162433,7501.5,6911,7059.3333,4799.5833,6688.3333,7358.1667,6157.5,6098,7088.6667,3341.6667,5492.1667,7058,7099.3333,9447.1667
ENSG00000143036,3,7,5,3,0,6,5,2,8,0,8,0,1,0
ENSG00000116337,2516.5,2449,2546,1976.5,1712,2759.5,2169,1819.5,1953,3991,1276.5,2242,2008.5,2412
ENSG00000168765,783.5,527.5,586.5,331,451,523.1667,450,431.8333,539.25,531.5,288.3333,433,393.5,543.75
ENSG00000213366,48.5,56,49,42.5,62,33,29,63,55.75,113,24,69,35,77.75
ENSG00000134184,6,5,3.5,0,6,6.5,1,1,2.75,0,0.5,0,1.5,1.25
ENSG00000134201,1,0,1,0,2,0,0,0,0,4,0,0,0.5,0.5
ENSG00000189195,842,668,746,311,412,496,277,497,641,255,468.5,479,410,569
ENSG00000203910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122484,2983.3333,2610,2802.3333,1267.5,1493,1600,1305.5,1910,2848,2111,1594,1382.5,1472.3333,2091
ENSG00000122406,13187.5,10953.5,11249,7701.5,10839,10084,8468.8333,8338.3333,9246.8333,4308,7687.5,10208.6667,9821.3333,12376.1667
ENSG00000143033,2253,2408.5,2297,1619,1637,1752,1444,2231.5,2219,1067,1690,1823,1452,2077.75
ENSG00000099260,14,23,26,14,3,2,0,29,14,19,7,5,16,7
ENSG00000162688,2173,1948,1786,1357,1643,1672,1482,1830,1983.5,816,1357,1990,1750,2189.5
ENSG00000117620,1740.5,1605.3333,1713.5,1015,1862,1786,1360,1622.3333,1748.3333,1574,1452,2066,2123,2726
ENSG00000283761,7278.8333,6324.5,6697.5,4331.1667,7809,7777.5,7434,5200.5,6466.3333,2506,4992,7043,7451,9791
ENSG00000162594,20,14,21,0,2,9,7,6,10,0,14,14,17,22
ENSG00000173614,916,908.5,885,644,599,681,482,962.3333,965,2156,790.5,847.3333,644.5,929
ENSG00000162444,3,5,1,1,2,4,6,2,4,11,5,10,3,6
ENSG00000130939,5579,4756.5,5819.5,3066.5,3936.5,4389.3333,3983,3346,5070,5001.5,2923,3249,3751,4789.3333
ENSG00000054523,23973,21342.5,23310.5,19003,31010.5,38255,30798,19992.5,20159.7,20098.2,20351.5,34971,32571,40790.1667
ENSG00000142657,126500.5,108322.5,121244.8333,81524,88801.5,108909.8333,88896,81314,107890.6667,90925.5,71213,96101,96288,123116
ENSG00000214193,1281,1146.5,1423.5,1224,794,1331,995.5,1105,1115,3263.6667,777,1216,895,1383
ENSG00000163874,27646.5,24625,37627.5,54496,65518,103279.5,82003.5,20190,23529,56394.5,41974.5,72619.6667,76321.5,96680
ENSG00000163879,111,76,66,63,127,86,79,92,107,130,86,85,69,118
ENSG00000134690,447,324,417,204,194,224,195,288,356,300,177,214,208,216
ENSG00000185090,2060,1900,2058,1479,1186,1705,1405,1478.5,1849,2378,1169,1573,1430,1778
ENSG00000116221,2932,2209.5,2544.5,1695.5,2059,2358.5,2038.5,1637,2139,1648,1478,1693,1964,2615.5
ENSG00000162390,1653,1763,1986.5,1169.5,1462,1595.5,1409,1335.6,1460.5,3886.0917,1291.5,1467.5,1384.4167,1626.6667
ENSG00000184313,875,669,962,536.1667,799,976,599,586,644,1300.5,580,890,596,805
ENSG00000271723,3121,2237.5,2853,1636.6667,2417,2382,2296,1671,2524,2585,1370,2002.8333,2041.5,2864
ENSG00000243725,3305,2410.5,2927,1663,2389,2259.5,2460.5,1685,3016,2074,1353,2006.3333,2200,3146
ENSG00000132849,120,83.5,100,43,57.5,85,20,54,67,41,35,68,57,77
ENSG00000154027,291,198,217,125,187,219,158,118,191,201,113,195,232,267
ENSG00000180488,2384,2104.5,1997.5,1504,1917.5,1825,1590,2159.5,2067.5,1619,1770,2345,1803,2344.3333
ENSG00000162614,874,552,573,270,414,362,437,519.5,929,215,332,236,401,637
ENSG00000162616,3736.4286,3249.7111,3665.6111,3149.3036,5373.575,4536.4333,3633.1,2765.5893,4338.6048,1534.1532,3981,5688.7476,5452.1595,5719.869
ENSG00000183347,4,8,6,5,3.5,6,0,4,6,0,5,2,0,2
ENSG00000197147,3588.5,2845,3041,2034.3333,3467,2967.5,3175,2399.5,2889.5,1651,2371,2963,3060,4168.5
ENSG00000288629,154,117,112,89,151,159,121,98,85,8,104,171,115,162
ENSG00000171488,1550,1261,1388,943,1478,1187.5,773,1060,1445.5,604,999,1225,1243,1310
ENSG00000271949,100,35,81,37,108,59,53,69.25,82,126,63,132,69,120
ENSG00000126070,6940.5,6027.6111,6823.5,3889,5658,5185.5,4941,5482,6936.6667,6114.3333,4924,5558,5839.1429,7064.3667
ENSG00000092850,8,7,12,0,9,2,8,4,4,4,8,7,9,8
ENSG00000116863,2252,2299,2085,1726.5,1707,2410.5,2137,2049,1691,3508,1309,1970,1650.5,2803
ENSG00000116871,28633.5,29779,31864.6667,21454.3333,16673,29012.8333,20817.5,22615,27903.3333,88466.5,17521,26324.5,21333,30079.5
ENSG00000054118,38045.5,28643.5,35268,20737,27845.5,33405.5,26585.5,21205,33433,26591,19787,27520.5,30018.8333,38939.5
ENSG00000142875,1188,1002,1072,753,1066,836,610,878,1009,446,787,1063,1106,1100
ENSG00000203943,0,3,9,0,0,0,0,6,5,12,9,0,0,0
ENSG00000081985,97,95,88,103,80,100,99,83,94,106,105,85,100,138
ENSG00000116717,3868,3724,3921,4314,4731,6606,5603,3496,2944,4852.5,3466,6951,5210,7914.5
ENSG00000033122,90,83,85,52,104,94,75,80,103.5,24,42,125.8095,130,113
ENSG00000116754,23370.5,18533.5,21169.5,14078,24425,23099.3333,18890.5,17575.5,19917.5,10860.8333,17580.5,26245.5,22864,30242.3333
ENSG00000171492,4401.5,3528.5,4134,2535.8,4288,4450.5,3942.6667,2850,3961.5,2311,2623,3847,4501.6667,6204.25
ENSG00000162664,5112.5,4321.5,5099.5,2200.5,4669.5,4987,4365,3553.5,4942.5,2460,2815,5423.5,5224.5,6986
ENSG00000097046,466,387,421,208,267,298,297,307,494,103,217,285,270,394
ENSG00000137948,0,0.1111,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000172031,1,0,0,0,0,0,0,0,3,6,0,0,0,0
ENSG00000143028,310,272,247,182,151,142,152,236,282,243,149,138,136,197
ENSG00000162650,664,506,681,467,548,559,447,362,500,1113,346,368,386,436
ENSG00000174151,1447,1393,1264.5,1123,875,1082,870,1610,1166.5,1731,1012,1383.5,721,1074
ENSG00000156097,76,40,19,23,77,47,29,37,44,14,35,50,53,79
ENSG00000065135,7022,6032,5910.5,4958.5,6862,6967.5,5996.5,5929.5,6312.5,2511,5469,8481,7568.5,8464
ENSG00000064886,6392,5752,5481,4529,4862,5499,4644,5044,4581,4719,4350,4748,4795,6920
ENSG00000173947,0,1,0,0,0,0,2,1,1,4,0,0,3,5
ENSG00000184371,7318,6280,7913,5441,5937,8171,6531,4559,6116,10614,4268,5447,6153,7627
ENSG00000168710,9718.5,8349.8333,9548,5674.5,7898,9290,7872.5,6495,8190.5,6439,5175,7320,8280,10078.5
ENSG00000143093,4612,4297.5,4377.5,3213,3425,4288,3463,3376,3465,5184,2683,4063,3287,4681.5
ENSG00000186150,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000197106,3,7,9,3,2,1,8,4,4,20,4,0,7,3
ENSG00000134256,102,80,139.5,53,73,90,81.5,55,85,184.8667,65,42,111,110
ENSG00000116830,5179,4482.5,5063,3670,4439,5176,3894,3653,3861.5,3255.5,3686,4104,4087,4870.5
ENSG00000198162,4737.5,4100.5,4776.5,2647.5,4077.5,3950.5,3101.5,3508.5,4944,2079.5,3296,3953,3948,4576.5
ENSG00000183508,87,37,55,72,127,103,75,56,39,29,72,150,115,93
ENSG00000065183,1429,1249,1340,776,897,998,763,1169,1228,936,980,1130,772,1003
ENSG00000116128,455,440,471,297,296,338,331,232,331,460,354,309,300,395
ENSG00000288626,34,39,53,22,7,22,26,27,23,21,5,32,18,54
ENSG00000188092,832,696.5,675.0833,370.5,610.25,497.5,483.5,627.5,690.75,280.5,443.5,536,597.1667,718
ENSG00000177144,660,559.0667,623.9167,400.3333,581.4167,478.8333,406.3333,521.0667,634.5833,354.8333,464.3333,593.6667,590.8333,740
ENSG00000163349,17938,15955.5,18317.5,11555,16253.5,18171.8333,14839.5,12797,16062.5,10335,12223,15663,16131.5,18893.5
ENSG00000116774,110,58,61,29,34,54,38,60,76,74,19,66,27,45
ENSG00000173218,376,317,386,206,287,279,243,269,325,243,202,240,245,298
ENSG00000143458,2038.5,1555.5,1835,912,1470.5,1494,1192,1376.5,1750.6667,3337.4286,1209,1703.5,1414.5,1797
ENSG00000163209,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000143450,298,261,215,223,363,331,338.5,234,324,345,286,436,381,536
ENSG00000186364,234,161.5,243,77,197,130,144,132,226,122,63,226,194,282
ENSG00000280778,26,11,19.5,9.5,12,17.5,12.5,9.5,17.5,33,0,35,23,24.5
ENSG00000121851,1259,1051,1201.5,634,800,961.5,756,818,1094,827,604,956,821,914
ENSG00000268043,5911.7258,4964.2135,5794.7726,3607.1222,4184.4413,4832.7139,4429.1369,4518.4087,4955.4111,5397.9278,3897.9901,4691.8441,4533.3953,5764.9929
ENSG00000131778,2327,1911.6667,2341.5,1406,1834,2176.5,1671,1583.5,1941,1266,1491,1976,1742,2250
ENSG00000116882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203857,0,2,3,0,0,5,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000092621,64,52,58,41,29,35,18,44,35,45,43,12,46,27
ENSG00000270231,10958.8838,8033.3861,9767.9044,5812.1044,12351.3802,12420.4314,10967.9865,6737.9314,9367.4865,9241.8905,6799.8143,11336.7536,11875.0258,15941.6612
ENSG00000116678,578,426,488,292,560,466.5,402,424.9,571,163,438,519,448,660
ENSG00000184588,28008.5,24894,31735.5,22618.5,26610,20131.5,15668,18013.5,26083,15153.5,24711,23919.5,19670.5,22375.5
ENSG00000118473,15,12,11.3333,18,21,17,6,7,16,51,18,11,28,6
ENSG00000152760,169,143,169,99,169,130,85,186,115,87,146,243,124,120
ENSG00000163399,12810.5,12175.5,13279.8333,10482.5,11887,14104,11137,9635,10294,11111,9119,13242,11312,12443
ENSG00000116824,204,104,135,67,141,141,133,70,126,198,105,116,116,133
ENSG00000134247,9720,8377.5,9020,7824.5,8400,9974.5,8692,7591.5,8244,9180,6849,9581,8533,10976
ENSG00000155363,22188,17976.4167,20251.6667,12713.5,13343.1667,16620.6667,14941,13779.6667,17081.3333,21864,10251,12596.3333,13568.6667,18564.1667
ENSG00000184599,0,0,1,0,0,3,0,0,0,6,0,0,0,0
ENSG00000198799,3942.5,2803.75,3008.5,1716.5,3647.5,3725.5,3070,2586.5,2880,2165.5,2060.5,3457.5,3912.5,4488
ENSG00000081026,546,508,671,386,526,636,517,404,544,475.5,369,605,561,826.5
ENSG00000118655,3199,2359,2584,1256,1742,2083,1745,2002,2558.125,1706,1141,1711.5,1761,2359
ENSG00000116396,116,96,96,81,35,81,49,81,89,122,93,67,62.4,115
ENSG00000162775,4072,3397.5,3575,2165,2383,3295,3136,2682.5,3386,3387,1700.5,2544,2686,3650.5
ENSG00000143125,0,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
ENSG00000143119,20933.5,19082,19506.5,14246.5,21803,21579,16754,15068.5,16892,8711,14346,19850,18656.5,23325
ENSG00000134255,6408,5611.5,5174,3185.5,7292.3333,7757.6667,7881,5132.6667,6275.5,2289,3785,8063.5,8586.3333,11683
ENSG00000143363,1337.5,1258.5,1389.8333,757.5,921,805.5,740.5,790,1336,829,532,581,711.6667,977
ENSG00000163141,43,38,25,8,18,19,25,18,25,29,18,16,27,25
ENSG00000143443,916,635,667,943,1567,933,764,1265,967,921,2093,2942,1154,1342
ENSG00000213190,338,265,304,205,331,307,290,294,313,560,250,396,367,439
ENSG00000116459,4350.6667,4056.5,3802.1667,2756.5,3657,4055,2978,3896,3830.6667,1842,3749,4392.5,4150.5,4912.25
ENSG00000143110,483,267,391,147,337,219,181,153,311,147,203,215,255,352
ENSG00000121957,2847,2477,2726.5,1203,2065,1698,1751,2199.5,3070.2,3258.25,1592,2037,2075,2958
ENSG00000215717,6527,6230,6289,5119,5829.5,6186,5109.5,6464,6398,2300,5898,7599,6115,7859
ENSG00000116299,89,67,101,49,125,115.5,65,70,63.5,128.0833,116.5,115,84,138
ENSG00000031698,8880,8016,8900.5,5563.5,7033,8529.5,6488.5,6038.5,7697.5,7984,5146,7535,7145,8684
ENSG00000143126,45,55,64,50,29,58,37,37,58,77,24,39,38,65
ENSG00000186086,30.5833,35.25,18.6667,16.75,52.5,47.0833,36.3333,17.3333,11.9167,42,18.5,28.5,15.5833,49.9167
ENSG00000162636,1187.5,1159,1150,1023,1413,1160,885,1259,1065,590,1245,1551,1328,1258
ENSG00000134186,8236,7285,7676,3906.5,5284,6289.5,5431,5260.5,8323,4237,4412.5,6199,5795,8138
ENSG00000143107,12,10,25,10,10,4,5,10,6,12,4,15,2,0
ENSG00000116266,7595,5904.3333,6311,4419,6725,6003.5,5094,6013,6492.5,2363,6062,8070.6667,7572.5,8311.9
ENSG00000156875,7920.5,7043.5,7370,4997.5,8159,8592.5,8096,5602.5,7114.5,2379,5375,8121,8008,10983
ENSG00000122435,752,647,666,294,514,403,407.5,540,662,215,416,566,500,744
ENSG00000137996,3630,2912,3512,2033.5,2732.3333,2923.5,2545,2713,3529.5,1965.8,2164,3280,3128,3998
ENSG00000079335,1959,1504,1651.5,1131,1922,1714.6667,1265.5,1062,1597,914,1154,1669,1788.5,2030
ENSG00000198160,8301.8333,6439.5,7441,5311.6667,8947.5,8595.3333,7108.3333,6201,7816.8333,2481,5750.3333,9270.1667,9773.5,11736.6667
ENSG00000160678,112,140,115,112,78,98,77,148,125,411,181,175,93,105
ENSG00000160679,5608,4767.5,5127,3335.5,4101.5,4248,3869,4186.5,5146,3666,3470,5172,4442,5959
ENSG00000143553,3086,2325,2570,1487,1919,2293,1925,1686,2695,1031,1625,1816,2421,3075
ENSG00000169418,124,105,88,133,106,114,66,101,97,200,61,67,73,102
ENSG00000163357,4,1,0,0,1,0,3,0,2,2,0,0,0,1
ENSG00000143537,708,514,592,643.5,336,657,529,538,498,1095,330.5,542,414,576.5
ENSG00000243364,104,109,101,44,57,53,35,73,86,92,28,51,51,47
ENSG00000251246,8,16,10,0,1,7,2,5,6,39,4,8,8,13
ENSG00000143590,36,41,20,16,17,14,4,15,28,60,19,10,20,34
ENSG00000150337,3635,3085.5,3123.6667,2178.3333,3040.8333,3052.1667,2092.6667,2281.1667,2537.5,2017.5,1991.6667,2736.3333,2405.6667,3065.6667
ENSG00000270882,1491.9167,2248,1607.5333,1346.8333,853.5,1031,753,1986,1648.5,1189,1537.5,1568,672.1667,1062.5
ENSG00000288859,13559.0833,17634.5833,20105.5833,11037.6667,6292.8333,11952.1667,10520.3333,10579.4167,16996.4167,9403.6667,8277.6667,9410.5833,8855.4167,12183.0833
ENSG00000203852,610.6667,1004.1667,657.1667,711.6667,245.1667,427.8333,354,1093.6667,630.6667,809.1667,572.1667,560.5,276.5,429
ENSG00000184260,3372,3449,4296.5833,2553.6667,1677.3333,2534.3333,2139.3333,2518.3333,4288.5833,3031.1667,2135.6667,2249.25,2145.9167,2851.5833
ENSG00000203783,0,0,0,0.1111,0,0,8,0,0,0.25,0,6,0,1
ENSG00000203782,4,15,18,7.5,3,21,2,14,16,27,0,27,8,20
ENSG00000163220,33375,30347.5,34761,15623,25198,35441,23224.5,17275.5,25897,21151,14236,25225.5,27636,33186.5
ENSG00000143369,6225,4762,5664,3277.5,3862.5,4706,3839,2959,4749,4948,2489,3193,3515,4843
ENSG00000143382,4962,4812,6414,4167,3927,4933,3690,3896,4224,13130,3669.5,4759,3696,4754
ENSG00000283324,4,1,2,0,0,2,6,0,1,0,0,0,0,0
ENSG00000143379,8829.6667,7218,8319,4852.6667,5978.6667,6688,6318,5214,7472,8044.3333,4545,5389,5538,7850.5
ENSG00000143412,55,48,57,23,26,39,28,62,43,44,49,18,20,41
ENSG00000160716,797,856,800,670,605,739,766,726,784,1181,690,712,597,818
ENSG00000173207,401.5,288.5,264.25,252.8333,229.1667,223,137.8333,362.75,400.1667,197.1667,373.8333,424.5,308.6667,392.8333
ENSG00000160688,2454,2501,2253.5,1699,1510,2101.5,1717.5,1807,1991.5,2979,1573,1675,1472,2290
ENSG00000163352,20,24,16,3,3,1,11,12,18,22,23,8,12,8
ENSG00000160685,5935,5966.5,6236,4117,3078,4668,3709.5,5026.5,5523,13802,3197.5,4473,3762.5,5226
ENSG00000169242,146,134,115,329,526,665,426,128,77,109,260,443,527,572
ENSG00000169241,4466.5,3927.5,4015.5,2981.5,3523,4259,3186,2975,3993,4284.6667,2581,3969.25,3813.5,5269.25
ENSG00000163462,158,132,155,61,94,132,79,95,91,376,33,108,75,107.5
ENSG00000173171,1865,1667.5,1588.1667,1293.3333,1174.6667,1476.5,1264.1667,1558.5,1595.8333,1827.5,1112.8333,1641.8333,1404.8333,1701.5
ENSG00000143630,710,523,679,472,625,769,764.5,453,510,802,383,662,656,830
ENSG00000163467,20,4,9,1,5,0,4,9,15,5,7,11,7,12
ENSG00000187862,18,8,10,6,10,12,12,23,5,12,31,17,9,14
ENSG00000116675,993,748,918,642,728,713,623,621,859.5,656,496,623,572.5,685
ENSG00000213625,13406.125,11862,12088.3333,8200.5,11690.3333,11119,8580.5,10634.25,11155,4986.25,9946.5,13153,11714.25,14503
ENSG00000117859,20256,14822.5,17873,9332.5,16349,15595.5,14565,11572,16235.8333,8487,11214.3333,13910.5,15106.5,19807.5
ENSG00000134717,3646.5,3475,3252.5,2298.1667,3122.5,3086.5,2600.5,2936.8333,3456.5,1237.5,2631.5,3450.1667,3470.5,4090.8333
ENSG00000157077,156,98,168,77,144,115,105,129,139,90.5,100,136,92,103
ENSG00000134748,4190,3333.6667,4117.5,1926,3414,3764,3052,2398,3794,2790,2440,3052,3545,4774
ENSG00000116157,21,15,9,11,9,4,13,8,7,6,3,0,4,17
ENSG00000184454,1,0,0,0,1,3,0,0,0,7,0,0,0,5
ENSG00000133226,16701.3333,12884,15727.5,7592,11969,13859.5,11248,8715,15008.5,10644,8502.5,11414.5,12943.3333,16890.3333
ENSG00000169504,99129.5,85246.6,91060.3333,63970.8333,93210,95046.5,84549.5,79568.8333,98609,30390.5,80535,97694.3333,104499.3333,132837.1
ENSG00000187010,764.5,499.5,502.8333,305,728,683.5,497.3333,648.1429,692.3333,1652,461,935.8333,853.5,1183.6667
ENSG00000183726,27811,21874.6667,24603,15457.5,22505.5,22467,20296.8333,18817,26432.5,10025,18417.5,25508.5,26223.5,33211
ENSG00000122483,2423,2147,2598.5,1129.1667,1821.5,2145.6667,1806.5,1635,2799,2115,1379.75,2010,2319.5,2845.75
ENSG00000117505,9096.1667,7894,8269,5253,6552.5,7507.5,6587,6409.1667,8372.1667,4391.5,5282,7077,7470.5,8835
ENSG00000137942,417,346,461,190,295,317,333.5,295,508,147,247,265,370,545
ENSG00000117528,769,868,779,629,714,653,475,960.5,783,381,731,1038,599,786
ENSG00000097033,15873,13289.5,14091,8685,13255.5,12945.5,9703,11578.5,13577,6219,10181,12953,12957.6667,15436
